section_id;hierarchy5;hierarchy6;hierarchy7;hierarchy9;hierarchy8;hierarchy109;hierarchy54;dd200;dd199;dd197;dd201
69;"{""lg-eng"":[""Falkland Islands (Islas Malvinas)""],""lg-spa"":[""Islas Malvinas""]}";"{""lg-nolan"":[""FK""]}";"{""lg-nolan"":[""FLK""]}";"[{""type"":""dd151"",""section_id"":""2"",""section_tipo"":""hierarchy13"",""from_component_tipo"":""hierarchy9""}]";"[{""type"":""dd151"",""section_id"":""5101"",""section_tipo"":""lg1"",""from_component_tipo"":""hierarchy8""}]";"{""lg-nolan"":[""hierarchy20""]}";"[{""type"":""dd675"",""section_id"":""1"",""section_tipo"":""dd153"",""from_component_tipo"":""hierarchy54""}]";"[{""type"":""dd151"",""section_id"":""-1"",""section_tipo"":""dd128"",""from_component_tipo"":""dd200""}]";"{""lg-nolan"":[{""start"":{""day"":6,""hour"":9,""time"":64817747595,""year"":2016,""month"":9,""minute"":53,""second"":15}}]}";"[{""type"":""dd151"",""section_id"":""-1"",""section_tipo"":""dd128"",""from_component_tipo"":""dd197""}]";"{""lg-nolan"":[{""start"":{""day"":8,""hour"":11,""time"":64983985656,""year"":2021,""month"":11,""minute"":7,""second"":36}}]}"
70;"{""lg-eng"":[""Faroe Islands""],""lg-spa"":[""Islas Feroe""]}";"{""lg-nolan"":[""FO""]}";"{""lg-nolan"":[""FRO""]}";"[{""type"":""dd151"",""section_id"":""2"",""section_tipo"":""hierarchy13"",""from_component_tipo"":""hierarchy9""}]";"[{""type"":""dd151"",""section_id"":""5101"",""section_tipo"":""lg1"",""from_component_tipo"":""hierarchy8""}]";"{""lg-nolan"":[""hierarchy20""]}";"[{""type"":""dd675"",""section_id"":""1"",""section_tipo"":""dd153"",""from_component_tipo"":""hierarchy54""}]";"[{""type"":""dd151"",""section_id"":""-1"",""section_tipo"":""dd128"",""from_component_tipo"":""dd200""}]";"{""lg-nolan"":[{""start"":{""day"":6,""hour"":9,""time"":64817747595,""year"":2016,""month"":9,""minute"":53,""second"":15}}]}";"[{""type"":""dd151"",""section_id"":""-1"",""section_tipo"":""dd128"",""from_component_tipo"":""dd197""}]";"{""lg-nolan"":[{""start"":{""day"":8,""hour"":11,""time"":64983985656,""year"":2021,""month"":11,""minute"":7,""second"":36}}]}"
71;"{""lg-eng"":[""Federated States of Micronesia""],""lg-spa"":[""Micronesia""]}";"{""lg-nolan"":[""FM""]}";"{""lg-nolan"":[""FSM""]}";"[{""type"":""dd151"",""section_id"":""2"",""section_tipo"":""hierarchy13"",""from_component_tipo"":""hierarchy9""}]";"[{""type"":""dd151"",""section_id"":""5101"",""section_tipo"":""lg1"",""from_component_tipo"":""hierarchy8""}]";"{""lg-nolan"":[""hierarchy20""]}";"[{""type"":""dd675"",""section_id"":""1"",""section_tipo"":""dd153"",""from_component_tipo"":""hierarchy54""}]";"[{""type"":""dd151"",""section_id"":""-1"",""section_tipo"":""dd128"",""from_component_tipo"":""dd200""}]";"{""lg-nolan"":[{""start"":{""day"":6,""hour"":9,""time"":64817747595,""year"":2016,""month"":9,""minute"":53,""second"":15}}]}";"[{""type"":""dd151"",""section_id"":""-1"",""section_tipo"":""dd128"",""from_component_tipo"":""dd197""}]";"{""lg-nolan"":[{""start"":{""day"":8,""hour"":11,""time"":64983985656,""year"":2021,""month"":11,""minute"":7,""second"":36}}]}"
72;"{""lg-eng"":[""Fiji""],""lg-spa"":[""Fiyi""],""lg-cat"":[""Fiyi""]}";"{""lg-nolan"":[""FJ""]}";"{""lg-nolan"":[""FJI""]}";"[{""type"":""dd151"",""section_id"":""2"",""section_tipo"":""hierarchy13"",""from_component_tipo"":""hierarchy9""}]";"[{""type"":""dd151"",""section_id"":""5101"",""section_tipo"":""lg1"",""from_component_tipo"":""hierarchy8""}]";"{""lg-nolan"":[""hierarchy20""]}";"[{""type"":""dd675"",""section_id"":""1"",""section_tipo"":""dd153"",""from_component_tipo"":""hierarchy54""}]";"[{""type"":""dd151"",""section_id"":""-1"",""section_tipo"":""dd128"",""from_component_tipo"":""dd200""}]";"{""lg-nolan"":[{""start"":{""day"":6,""hour"":9,""time"":64817747595,""year"":2016,""month"":9,""minute"":53,""second"":15}}]}";"[{""type"":""dd151"",""section_id"":""-1"",""section_tipo"":""dd128"",""from_component_tipo"":""dd197""}]";"{""lg-nolan"":[{""start"":{""day"":8,""hour"":11,""time"":64983985656,""year"":2021,""month"":11,""minute"":7,""second"":36}}]}"
73;"{""lg-eng"":[""Finland""],""lg-spa"":[""Finlandia""]}";"{""lg-nolan"":[""FI""]}";"{""lg-nolan"":[""FIN""]}";"[{""type"":""dd151"",""section_id"":""2"",""section_tipo"":""hierarchy13"",""from_component_tipo"":""hierarchy9""}]";"[{""type"":""dd151"",""section_id"":""5101"",""section_tipo"":""lg1"",""from_component_tipo"":""hierarchy8""}]";"{""lg-nolan"":[""hierarchy20""]}";"[{""type"":""dd675"",""section_id"":""1"",""section_tipo"":""dd153"",""from_component_tipo"":""hierarchy54""}]";"[{""type"":""dd151"",""section_id"":""-1"",""section_tipo"":""dd128"",""from_component_tipo"":""dd200""}]";"{""lg-nolan"":[{""start"":{""day"":6,""hour"":9,""time"":64817747595,""year"":2016,""month"":9,""minute"":53,""second"":15}}]}";"[{""type"":""dd151"",""section_id"":""-1"",""section_tipo"":""dd128"",""from_component_tipo"":""dd197""}]";"{""lg-nolan"":[{""start"":{""day"":8,""hour"":11,""time"":64983985656,""year"":2021,""month"":11,""minute"":7,""second"":36}}]}"
74;"{""lg-eng"":[""France""],""lg-spa"":[""Francia""]}";"{""lg-nolan"":[""FR""]}";"{""lg-nolan"":[""FRA""]}";"[{""type"":""dd151"",""section_id"":""2"",""section_tipo"":""hierarchy13"",""from_component_tipo"":""hierarchy9""}]";"[{""type"":""dd151"",""section_id"":""5450"",""section_tipo"":""lg1"",""from_component_tipo"":""hierarchy8""}]";"{""lg-nolan"":[""hierarchy20""]}";"[{""type"":""dd675"",""section_id"":""1"",""section_tipo"":""dd153"",""from_component_tipo"":""hierarchy54""}]";"[{""type"":""dd151"",""section_id"":""-1"",""section_tipo"":""dd128"",""from_component_tipo"":""dd200""}]";"{""lg-nolan"":[{""start"":{""day"":6,""hour"":9,""time"":64817747595,""year"":2016,""month"":9,""minute"":53,""second"":15}}]}";"[{""type"":""dd151"",""section_id"":""-1"",""section_tipo"":""dd128"",""from_component_tipo"":""dd197""}]";"{""lg-nolan"":[{""start"":{""day"":8,""hour"":11,""time"":64983985656,""year"":2021,""month"":11,""minute"":7,""second"":36}}]}"
75;"{""lg-eng"":[""French Guiana""],""lg-spa"":[""Guayana Francesa""]}";"{""lg-nolan"":[""GF""]}";"{""lg-nolan"":[""GUF""]}";"[{""type"":""dd151"",""section_id"":""2"",""section_tipo"":""hierarchy13"",""from_component_tipo"":""hierarchy9""}]";"[{""type"":""dd151"",""section_id"":""5101"",""section_tipo"":""lg1"",""from_component_tipo"":""hierarchy8""}]";"{""lg-nolan"":[""hierarchy20""]}";"[{""type"":""dd675"",""section_id"":""1"",""section_tipo"":""dd153"",""from_component_tipo"":""hierarchy54""}]";"[{""type"":""dd151"",""section_id"":""-1"",""section_tipo"":""dd128"",""from_component_tipo"":""dd200""}]";"{""lg-nolan"":[{""start"":{""day"":6,""hour"":9,""time"":64817747596,""year"":2016,""month"":9,""minute"":53,""second"":16}}]}";"[{""type"":""dd151"",""section_id"":""-1"",""section_tipo"":""dd128"",""from_component_tipo"":""dd197""}]";"{""lg-nolan"":[{""start"":{""day"":8,""hour"":11,""time"":64983985657,""year"":2021,""month"":11,""minute"":7,""second"":37}}]}"
76;"{""lg-eng"":[""French Polynesia""],""lg-spa"":[""Polinesia Francesa""]}";"{""lg-nolan"":[""PF""]}";"{""lg-nolan"":[""PYF""]}";"[{""type"":""dd151"",""section_id"":""2"",""section_tipo"":""hierarchy13"",""from_component_tipo"":""hierarchy9""}]";"[{""type"":""dd151"",""section_id"":""5101"",""section_tipo"":""lg1"",""from_component_tipo"":""hierarchy8""}]";"{""lg-nolan"":[""hierarchy20""]}";"[{""type"":""dd675"",""section_id"":""1"",""section_tipo"":""dd153"",""from_component_tipo"":""hierarchy54""}]";"[{""type"":""dd151"",""section_id"":""-1"",""section_tipo"":""dd128"",""from_component_tipo"":""dd200""}]";"{""lg-nolan"":[{""start"":{""day"":6,""hour"":9,""time"":64817747600,""year"":2016,""month"":9,""minute"":53,""second"":20}}]}";"[{""type"":""dd151"",""section_id"":""-1"",""section_tipo"":""dd128"",""from_component_tipo"":""dd197""}]";"{""lg-nolan"":[{""start"":{""day"":8,""hour"":11,""time"":64983985659,""year"":2021,""month"":11,""minute"":7,""second"":39}}]}"
77;"{""lg-eng"":[""French Southern and Antarctic Lands""],""lg-spa"":[""Territorios Australes Franceses""]}";"{""lg-nolan"":[""TF""]}";"{""lg-nolan"":[""ATF""]}";"[{""type"":""dd151"",""section_id"":""2"",""section_tipo"":""hierarchy13"",""from_component_tipo"":""hierarchy9""}]";"[{""type"":""dd151"",""section_id"":""5101"",""section_tipo"":""lg1"",""from_component_tipo"":""hierarchy8""}]";"{""lg-nolan"":[""hierarchy20""]}";"[{""type"":""dd675"",""section_id"":""1"",""section_tipo"":""dd153"",""from_component_tipo"":""hierarchy54""}]";"[{""type"":""dd151"",""section_id"":""-1"",""section_tipo"":""dd128"",""from_component_tipo"":""dd200""}]";"{""lg-nolan"":[{""start"":{""day"":6,""hour"":9,""time"":64817747601,""year"":2016,""month"":9,""minute"":53,""second"":21}}]}";"[{""type"":""dd151"",""section_id"":""-1"",""section_tipo"":""dd128"",""from_component_tipo"":""dd197""}]";"{""lg-nolan"":[{""start"":{""day"":8,""hour"":11,""time"":64983985660,""year"":2021,""month"":11,""minute"":7,""second"":40}}]}"
78;"{""lg-eng"":[""Gabon""],""lg-spa"":[""Gabón""],""lg-cat"":[""Gabón""]}";"{""lg-nolan"":[""GA""]}";"{""lg-nolan"":[""GAB""]}";"[{""type"":""dd151"",""section_id"":""2"",""section_tipo"":""hierarchy13"",""from_component_tipo"":""hierarchy9""}]";"[{""type"":""dd151"",""section_id"":""5101"",""section_tipo"":""lg1"",""from_component_tipo"":""hierarchy8""}]";"{""lg-nolan"":[""hierarchy20""]}";"[{""type"":""dd675"",""section_id"":""1"",""section_tipo"":""dd153"",""from_component_tipo"":""hierarchy54""}]";"[{""type"":""dd151"",""section_id"":""-1"",""section_tipo"":""dd128"",""from_component_tipo"":""dd200""}]";"{""lg-nolan"":[{""start"":{""day"":6,""hour"":9,""time"":64817747595,""year"":2016,""month"":9,""minute"":53,""second"":15}}]}";"[{""type"":""dd151"",""section_id"":""-1"",""section_tipo"":""dd128"",""from_component_tipo"":""dd197""}]";"{""lg-nolan"":[{""start"":{""day"":8,""hour"":11,""time"":64983985656,""year"":2021,""month"":11,""minute"":7,""second"":36}}]}"
79;"{""lg-eng"":[""Gambia""],""lg-spa"":[""Gambia""],""lg-cat"":[""Gambia""]}";"{""lg-nolan"":[""GM""]}";"{""lg-nolan"":[""GMB""]}";"[{""type"":""dd151"",""section_id"":""2"",""section_tipo"":""hierarchy13"",""from_component_tipo"":""hierarchy9""}]";"[{""type"":""dd151"",""section_id"":""5101"",""section_tipo"":""lg1"",""from_component_tipo"":""hierarchy8""}]";"{""lg-nolan"":[""hierarchy20""]}";"[{""type"":""dd675"",""section_id"":""1"",""section_tipo"":""dd153"",""from_component_tipo"":""hierarchy54""}]";"[{""type"":""dd151"",""section_id"":""-1"",""section_tipo"":""dd128"",""from_component_tipo"":""dd200""}]";"{""lg-nolan"":[{""start"":{""day"":6,""hour"":9,""time"":64817747596,""year"":2016,""month"":9,""minute"":53,""second"":16}}]}";"[{""type"":""dd151"",""section_id"":""-1"",""section_tipo"":""dd128"",""from_component_tipo"":""dd197""}]";"{""lg-nolan"":[{""start"":{""day"":8,""hour"":11,""time"":64983985657,""year"":2021,""month"":11,""minute"":7,""second"":37}}]}"
80;"{""lg-eng"":[""Georgia""],""lg-spa"":[""Georgia""]}";"{""lg-nolan"":[""GE""]}";"{""lg-nolan"":[""GEO""]}";"[{""type"":""dd151"",""section_id"":""2"",""section_tipo"":""hierarchy13"",""from_component_tipo"":""hierarchy9""}]";"[{""type"":""dd151"",""section_id"":""5101"",""section_tipo"":""lg1"",""from_component_tipo"":""hierarchy8""}]";"{""lg-nolan"":[""hierarchy20""]}";"[{""type"":""dd675"",""section_id"":""1"",""section_tipo"":""dd153"",""from_component_tipo"":""hierarchy54""}]";"[{""type"":""dd151"",""section_id"":""-1"",""section_tipo"":""dd128"",""from_component_tipo"":""dd200""}]";"{""lg-nolan"":[{""start"":{""day"":6,""hour"":9,""time"":64817747596,""year"":2016,""month"":9,""minute"":53,""second"":16}}]}";"[{""type"":""dd151"",""section_id"":""-1"",""section_tipo"":""dd128"",""from_component_tipo"":""dd197""}]";"{""lg-nolan"":[{""start"":{""day"":8,""hour"":11,""time"":64983985657,""year"":2021,""month"":11,""minute"":7,""second"":37}}]}"
81;"{""lg-eng"":[""Germany""],""lg-spa"":[""Alemania""],""lg-cat"":[""Alemanya""]}";"{""lg-nolan"":[""DE""]}";"{""lg-nolan"":[""DEU""]}";"[{""type"":""dd151"",""section_id"":""2"",""section_tipo"":""hierarchy13"",""from_component_tipo"":""hierarchy9""}]";"[{""type"":""dd151"",""section_id"":""5101"",""section_tipo"":""lg1"",""from_component_tipo"":""hierarchy8""}]";"{""lg-nolan"":[""hierarchy20""]}";"[{""type"":""dd675"",""section_id"":""1"",""section_tipo"":""dd153"",""from_component_tipo"":""hierarchy54""}]";"[{""type"":""dd151"",""section_id"":""-1"",""section_tipo"":""dd128"",""from_component_tipo"":""dd200""}]";"{""lg-nolan"":[{""start"":{""day"":6,""hour"":9,""time"":64817747595,""year"":2016,""month"":9,""minute"":53,""second"":15}}]}";"[{""type"":""dd151"",""section_id"":""-1"",""section_tipo"":""dd128"",""from_component_tipo"":""dd197""}]";"{""lg-nolan"":[{""start"":{""day"":8,""hour"":11,""time"":64983985656,""year"":2021,""month"":11,""minute"":7,""second"":36}}]}"
82;"{""lg-eng"":[""Ghana""],""lg-spa"":[""Ghana""]}";"{""lg-nolan"":[""GH""]}";"{""lg-nolan"":[""GHA""]}";"[{""type"":""dd151"",""section_id"":""2"",""section_tipo"":""hierarchy13"",""from_component_tipo"":""hierarchy9""}]";"[{""type"":""dd151"",""section_id"":""5101"",""section_tipo"":""lg1"",""from_component_tipo"":""hierarchy8""}]";"{""lg-nolan"":[""hierarchy20""]}";"[{""type"":""dd675"",""section_id"":""1"",""section_tipo"":""dd153"",""from_component_tipo"":""hierarchy54""}]";"[{""type"":""dd151"",""section_id"":""-1"",""section_tipo"":""dd128"",""from_component_tipo"":""dd200""}]";"{""lg-nolan"":[{""start"":{""day"":6,""hour"":9,""time"":64817747596,""year"":2016,""month"":9,""minute"":53,""second"":16}}]}";"[{""type"":""dd151"",""section_id"":""-1"",""section_tipo"":""dd128"",""from_component_tipo"":""dd197""}]";"{""lg-nolan"":[{""start"":{""day"":8,""hour"":11,""time"":64983985657,""year"":2021,""month"":11,""minute"":7,""second"":37}}]}"
83;"{""lg-eng"":[""Gibraltar""],""lg-spa"":[""Gibraltar""]}";"{""lg-nolan"":[""GI""]}";"{""lg-nolan"":[""GIB""]}";"[{""type"":""dd151"",""section_id"":""2"",""section_tipo"":""hierarchy13"",""from_component_tipo"":""hierarchy9""}]";"[{""type"":""dd151"",""section_id"":""5101"",""section_tipo"":""lg1"",""from_component_tipo"":""hierarchy8""}]";"{""lg-nolan"":[""hierarchy20""]}";"[{""type"":""dd675"",""section_id"":""1"",""section_tipo"":""dd153"",""from_component_tipo"":""hierarchy54""}]";"[{""type"":""dd151"",""section_id"":""-1"",""section_tipo"":""dd128"",""from_component_tipo"":""dd200""}]";"{""lg-nolan"":[{""start"":{""day"":6,""hour"":9,""time"":64817747596,""year"":2016,""month"":9,""minute"":53,""second"":16}}]}";"[{""type"":""dd151"",""section_id"":""-1"",""section_tipo"":""dd128"",""from_component_tipo"":""dd197""}]";"{""lg-nolan"":[{""start"":{""day"":8,""hour"":11,""time"":64983985657,""year"":2021,""month"":11,""minute"":7,""second"":37}}]}"
84;"{""lg-eng"":[""Granada""],""lg-spa"":[""Granada""]}";"{""lg-nolan"":[""GD""]}";"{""lg-nolan"":[""GRD""]}";"[{""type"":""dd151"",""section_id"":""2"",""section_tipo"":""hierarchy13"",""from_component_tipo"":""hierarchy9""}]";"[{""type"":""dd151"",""section_id"":""5101"",""section_tipo"":""lg1"",""from_component_tipo"":""hierarchy8""}]";"{""lg-nolan"":[""hierarchy20""]}";"[{""type"":""dd675"",""section_id"":""1"",""section_tipo"":""dd153"",""from_component_tipo"":""hierarchy54""}]";"[{""type"":""dd151"",""section_id"":""-1"",""section_tipo"":""dd128"",""from_component_tipo"":""dd200""}]";"{""lg-nolan"":[{""start"":{""day"":6,""hour"":9,""time"":64817747596,""year"":2016,""month"":9,""minute"":53,""second"":16}}]}";"[{""type"":""dd151"",""section_id"":""-1"",""section_tipo"":""dd128"",""from_component_tipo"":""dd197""}]";"{""lg-nolan"":[{""start"":{""day"":8,""hour"":11,""time"":64983985657,""year"":2021,""month"":11,""minute"":7,""second"":37}}]}"
85;"{""lg-eng"":[""Greece""],""lg-spa"":[""Grecia""],""lg-cat"":[""Grècia""]}";"{""lg-nolan"":[""GR""]}";"{""lg-nolan"":[""GRC""]}";"[{""type"":""dd151"",""section_id"":""2"",""section_tipo"":""hierarchy13"",""from_component_tipo"":""hierarchy9""}]";"[{""type"":""dd151"",""section_id"":""5101"",""section_tipo"":""lg1"",""from_component_tipo"":""hierarchy8""}]";"{""lg-nolan"":[""hierarchy20""]}";"[{""type"":""dd675"",""section_id"":""1"",""section_tipo"":""dd153"",""from_component_tipo"":""hierarchy54""}]";"[{""type"":""dd151"",""section_id"":""-1"",""section_tipo"":""dd128"",""from_component_tipo"":""dd200""}]";"{""lg-nolan"":[{""start"":{""day"":6,""hour"":9,""time"":64817747596,""year"":2016,""month"":9,""minute"":53,""second"":16}}]}";"[{""type"":""dd151"",""section_id"":""-1"",""section_tipo"":""dd128"",""from_component_tipo"":""dd197""}]";"{""lg-nolan"":[{""start"":{""day"":8,""hour"":11,""time"":64983985657,""year"":2021,""month"":11,""minute"":7,""second"":37}}]}"
86;"{""lg-eng"":[""Greenland""],""lg-spa"":[""Groenlandia""]}";"{""lg-nolan"":[""GL""]}";"{""lg-nolan"":[""GRL""]}";"[{""type"":""dd151"",""section_id"":""2"",""section_tipo"":""hierarchy13"",""from_component_tipo"":""hierarchy9""}]";"[{""type"":""dd151"",""section_id"":""5101"",""section_tipo"":""lg1"",""from_component_tipo"":""hierarchy8""}]";"{""lg-nolan"":[""hierarchy20""]}";"[{""type"":""dd675"",""section_id"":""1"",""section_tipo"":""dd153"",""from_component_tipo"":""hierarchy54""}]";"[{""type"":""dd151"",""section_id"":""-1"",""section_tipo"":""dd128"",""from_component_tipo"":""dd200""}]";"{""lg-nolan"":[{""start"":{""day"":6,""hour"":9,""time"":64817747596,""year"":2016,""month"":9,""minute"":53,""second"":16}}]}";"[{""type"":""dd151"",""section_id"":""-1"",""section_tipo"":""dd128"",""from_component_tipo"":""dd197""}]";"{""lg-nolan"":[{""start"":{""day"":8,""hour"":11,""time"":64983985657,""year"":2021,""month"":11,""minute"":7,""second"":37}}]}"
87;"{""lg-eng"":[""Guadalupe""],""lg-spa"":[""Guadalupe""]}";"{""lg-nolan"":[""GP""]}";"{""lg-nolan"":[""GLP""]}";"[{""type"":""dd151"",""section_id"":""2"",""section_tipo"":""hierarchy13"",""from_component_tipo"":""hierarchy9""}]";"[{""type"":""dd151"",""section_id"":""5101"",""section_tipo"":""lg1"",""from_component_tipo"":""hierarchy8""}]";"{""lg-nolan"":[""hierarchy20""]}";"[{""type"":""dd675"",""section_id"":""1"",""section_tipo"":""dd153"",""from_component_tipo"":""hierarchy54""}]";"[{""type"":""dd151"",""section_id"":""-1"",""section_tipo"":""dd128"",""from_component_tipo"":""dd200""}]";"{""lg-nolan"":[{""start"":{""day"":6,""hour"":9,""time"":64817747596,""year"":2016,""month"":9,""minute"":53,""second"":16}}]}";"[{""type"":""dd151"",""section_id"":""-1"",""section_tipo"":""dd128"",""from_component_tipo"":""dd197""}]";"{""lg-nolan"":[{""start"":{""day"":8,""hour"":11,""time"":64983985657,""year"":2021,""month"":11,""minute"":7,""second"":37}}]}"
88;"{""lg-eng"":[""Guam""],""lg-spa"":[""Guam""]}";"{""lg-nolan"":[""GU""]}";"{""lg-nolan"":[""GUM""]}";"[{""type"":""dd151"",""section_id"":""2"",""section_tipo"":""hierarchy13"",""from_component_tipo"":""hierarchy9""}]";"[{""type"":""dd151"",""section_id"":""5101"",""section_tipo"":""lg1"",""from_component_tipo"":""hierarchy8""}]";"{""lg-nolan"":[""hierarchy20""]}";"[{""type"":""dd675"",""section_id"":""1"",""section_tipo"":""dd153"",""from_component_tipo"":""hierarchy54""}]";"[{""type"":""dd151"",""section_id"":""-1"",""section_tipo"":""dd128"",""from_component_tipo"":""dd200""}]";"{""lg-nolan"":[{""start"":{""day"":6,""hour"":9,""time"":64817747596,""year"":2016,""month"":9,""minute"":53,""second"":16}}]}";"[{""type"":""dd151"",""section_id"":""-1"",""section_tipo"":""dd128"",""from_component_tipo"":""dd197""}]";"{""lg-nolan"":[{""start"":{""day"":8,""hour"":11,""time"":64983985657,""year"":2021,""month"":11,""minute"":7,""second"":37}}]}"
89;"{""lg-eng"":[""Guatemala""],""lg-spa"":[""Guatemala""],""lg-cat"":[""Guatemala""]}";"{""lg-nolan"":[""GT""]}";"{""lg-nolan"":[""GTM""]}";"[{""type"":""dd151"",""section_id"":""2"",""section_tipo"":""hierarchy13"",""from_component_tipo"":""hierarchy9""}]";"[{""type"":""dd151"",""section_id"":""17344"",""section_tipo"":""lg1"",""from_component_tipo"":""hierarchy8""}]";"{""lg-nolan"":[""hierarchy20""]}";"[{""type"":""dd675"",""section_id"":""1"",""section_tipo"":""dd153"",""from_component_tipo"":""hierarchy54""}]";"[{""type"":""dd151"",""section_id"":""-1"",""section_tipo"":""dd128"",""from_component_tipo"":""dd200""}]";"{""lg-nolan"":[{""start"":{""day"":6,""hour"":9,""time"":64817747596,""year"":2016,""month"":9,""minute"":53,""second"":16}}]}";"[{""type"":""dd151"",""section_id"":""-1"",""section_tipo"":""dd128"",""from_component_tipo"":""dd197""}]";"{""lg-nolan"":[{""start"":{""day"":8,""hour"":11,""time"":64983985657,""year"":2021,""month"":11,""minute"":7,""second"":37}}]}"
90;"{""lg-eng"":[""Guernsey""],""lg-spa"":[""Guernsey""]}";"{""lg-nolan"":[""GG""]}";"{""lg-nolan"":[""GGY""]}";"[{""type"":""dd151"",""section_id"":""2"",""section_tipo"":""hierarchy13"",""from_component_tipo"":""hierarchy9""}]";"[{""type"":""dd151"",""section_id"":""5101"",""section_tipo"":""lg1"",""from_component_tipo"":""hierarchy8""}]";"{""lg-nolan"":[""hierarchy20""]}";"[{""type"":""dd675"",""section_id"":""1"",""section_tipo"":""dd153"",""from_component_tipo"":""hierarchy54""}]";"[{""type"":""dd151"",""section_id"":""-1"",""section_tipo"":""dd128"",""from_component_tipo"":""dd200""}]";"{""lg-nolan"":[{""start"":{""day"":6,""hour"":9,""time"":64817747596,""year"":2016,""month"":9,""minute"":53,""second"":16}}]}";"[{""type"":""dd151"",""section_id"":""-1"",""section_tipo"":""dd128"",""from_component_tipo"":""dd197""}]";"{""lg-nolan"":[{""start"":{""day"":8,""hour"":11,""time"":64983985657,""year"":2021,""month"":11,""minute"":7,""second"":37}}]}"
91;"{""lg-eng"":[""Guinea-Bissau""],""lg-spa"":[""Guinea-Bissau""]}";"{""lg-nolan"":[""GW""]}";"{""lg-nolan"":[""GNB""]}";"[{""type"":""dd151"",""section_id"":""2"",""section_tipo"":""hierarchy13"",""from_component_tipo"":""hierarchy9""}]";"[{""type"":""dd151"",""section_id"":""5101"",""section_tipo"":""lg1"",""from_component_tipo"":""hierarchy8""}]";"{""lg-nolan"":[""hierarchy20""]}";"[{""type"":""dd675"",""section_id"":""1"",""section_tipo"":""dd153"",""from_component_tipo"":""hierarchy54""}]";"[{""type"":""dd151"",""section_id"":""-1"",""section_tipo"":""dd128"",""from_component_tipo"":""dd200""}]";"{""lg-nolan"":[{""start"":{""day"":6,""hour"":9,""time"":64817747596,""year"":2016,""month"":9,""minute"":53,""second"":16}}]}";"[{""type"":""dd151"",""section_id"":""-1"",""section_tipo"":""dd128"",""from_component_tipo"":""dd197""}]";"{""lg-nolan"":[{""start"":{""day"":8,""hour"":11,""time"":64983985657,""year"":2021,""month"":11,""minute"":7,""second"":37}}]}"
92;"{""lg-eng"":[""Guinea""],""lg-spa"":[""Guinea""],""lg-cat"":[""Guinea""]}";"{""lg-nolan"":[""GN""]}";"{""lg-nolan"":[""GIN""]}";"[{""type"":""dd151"",""section_id"":""2"",""section_tipo"":""hierarchy13"",""from_component_tipo"":""hierarchy9""}]";"[{""type"":""dd151"",""section_id"":""5101"",""section_tipo"":""lg1"",""from_component_tipo"":""hierarchy8""}]";"{""lg-nolan"":[""hierarchy20""]}";"[{""type"":""dd675"",""section_id"":""1"",""section_tipo"":""dd153"",""from_component_tipo"":""hierarchy54""}]";"[{""type"":""dd151"",""section_id"":""-1"",""section_tipo"":""dd128"",""from_component_tipo"":""dd200""}]";"{""lg-nolan"":[{""start"":{""day"":6,""hour"":9,""time"":64817747596,""year"":2016,""month"":9,""minute"":53,""second"":16}}]}";"[{""type"":""dd151"",""section_id"":""-1"",""section_tipo"":""dd128"",""from_component_tipo"":""dd197""}]";"{""lg-nolan"":[{""start"":{""day"":8,""hour"":11,""time"":64983985657,""year"":2021,""month"":11,""minute"":7,""second"":37}}]}"
93;"{""lg-eng"":[""Guyana""],""lg-spa"":[""Guyana""]}";"{""lg-nolan"":[""GY""]}";"{""lg-nolan"":[""GUY""]}";"[{""type"":""dd151"",""section_id"":""2"",""section_tipo"":""hierarchy13"",""from_component_tipo"":""hierarchy9""}]";"[{""type"":""dd151"",""section_id"":""5101"",""section_tipo"":""lg1"",""from_component_tipo"":""hierarchy8""}]";"{""lg-nolan"":[""hierarchy20""]}";"[{""type"":""dd675"",""section_id"":""1"",""section_tipo"":""dd153"",""from_component_tipo"":""hierarchy54""}]";"[{""type"":""dd151"",""section_id"":""-1"",""section_tipo"":""dd128"",""from_component_tipo"":""dd200""}]";"{""lg-nolan"":[{""start"":{""day"":6,""hour"":9,""time"":64817747596,""year"":2016,""month"":9,""minute"":53,""second"":16}}]}";"[{""type"":""dd151"",""section_id"":""-1"",""section_tipo"":""dd128"",""from_component_tipo"":""dd197""}]";"{""lg-nolan"":[{""start"":{""day"":8,""hour"":11,""time"":64983985657,""year"":2021,""month"":11,""minute"":7,""second"":37}}]}"
